IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
204.216.216.148,8443,443,true,MXP,Europe,IT,Milan,267,0.29
141.145.217.226,443,443,true,CDG,Europe,FR,Paris,439,0.27
79.72.66.91,443,443,true,FRA,Europe,DE,Frankfurt,261,0.26
79.72.85.177,443,443,true,FRA,Europe,DE,Frankfurt,335,0.25
158.101.211.57,443,443,true,FRA,Europe,DE,Frankfurt,298,0.25
130.162.169.91,443,443,true,FRA,Europe,DE,Frankfurt,348,0.25
79.72.69.141,443,443,true,FRA,Europe,DE,Frankfurt,194,0.24
152.70.182.125,443,443,true,FRA,Europe,DE,Frankfurt,417,0.24
144.24.243.207,443,443,true,ZRH,Europe,CH,Zurich,343,0.20
140.238.218.65,8443,443,true,ZRH,Europe,CH,Zurich,226,0.19
79.76.45.137,8443,443,true,ARN,Europe,SE,Stockholm,213,0.17
140.238.158.238,443,443,true,YYZ,North America,CA,Toronto,260,0.16
141.145.199.188,443,443,true,CDG,Europe,FR,Paris,227,0.15
89.168.43.28,443,443,true,CDG,Europe,FR,Paris,246,0.15
141.148.236.54,443,443,true,FRA,Europe,DE,Frankfurt,232,0.14
129.159.132.0,8443,443,true,TLV,Middle East,IL,Tel Aviv,236,0.13
84.235.169.44,443,443,true,FRA,Europe,DE,Frankfurt,226,0.13
84.8.145.158,443,443,true,FRA,Europe,DE,Frankfurt,280,0.12
130.162.173.133,443,443,true,FRA,Europe,DE,Frankfurt,201,0.11
193.123.177.141,443,443,true,FRA,Europe,DE,Frankfurt,441,0.10
79.76.110.144,8443,443,true,FRA,Europe,DE,Frankfurt,216,0.10
79.76.110.144,2053,443,true,FRA,Europe,DE,Frankfurt,282,0.10
129.80.177.42,443,443,true,IAD,North America,US,Ashburn,269,0.09
129.151.225.228,2053,443,true,MRS,Europe,FR,Marseille,305,0.08
140.238.218.65,2053,443,true,ZRH,Europe,CH,Zurich,233,0.06
139.185.34.131,443,443,true,CDG,Europe,FR,Paris,345,0.06
79.76.45.137,2053,443,true,ARN,Europe,SE,Stockholm,307,0.05
158.180.230.4,2053,443,true,MXP,Europe,IT,Milan,271,0.05
141.147.61.116,2053,443,true,FRA,Europe,DE,Frankfurt,352,0.04
141.147.47.32,2053,443,true,FRA,Europe,DE,Frankfurt,343,0.04
130.61.201.195,443,443,true,FRA,Europe,DE,Frankfurt,241,0.04
129.213.136.180,443,443,true,IAD,North America,US,Ashburn,272,0.04
130.61.23.77,443,443,true,FRA,Europe,DE,Frankfurt,216,0.03
164.152.17.14,443,443,true,ORD,North America,US,Chicago,258,0.03
150.230.20.156,8443,443,true,AMS,Europe,NL,Amsterdam,268,0.03
158.180.12.117,443,443,true,AMS,Europe,NL,Amsterdam,325,0.02
129.159.84.71,443,443,true,IAD,North America,US,Ashburn,289,0.02
158.180.231.216,443,443,true,MRS,Europe,FR,Marseille,341,0.02
132.226.163.224,8443,443,true,GRU,South America,BR,São Paulo,464,0.01
140.238.173.181,8443,443,true,ZRH,Europe,CH,Zurich,245,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,KR,Seoul,66,0.00
158.180.82.186,80,80,false,ICN,Asia Pacific,KR,Seoul,69,0.00
131.186.30.44,2082,2082,false,ICN,Asia Pacific,KR,Seoul,70,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,KR,Seoul,70,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,KR,Seoul,71,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,KR,Seoul,73,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,KR,Seoul,76,0.00
132.226.7.217,443,443,true,NRT,Asia Pacific,JP,Tokyo,79,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,JP,Osaka,81,0.00
146.56.133.140,2096,80,false,ICN,Asia Pacific,KR,Seoul,83,0.00
146.56.169.86,2086,2052,false,ICN,Asia Pacific,KR,Seoul,83,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,KR,Seoul,86,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,KR,Seoul,88,0.00
152.69.179.155,443,80,false,MEL,Oceania,AU,Melbourne,88,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,JP,Osaka,93,0.00
146.56.41.69,2052,2052,false,ICN,Asia Pacific,KR,Seoul,95,0.00
152.67.172.151,8080,80,false,HYD,Asia Pacific,IN,Hyderabad,98,0.00
131.186.30.44,2086,2086,false,ICN,Asia Pacific,KR,Seoul,106,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,JP,Osaka,113,0.00
146.56.41.69,2086,2086,false,ICN,Asia Pacific,KR,Seoul,115,0.00
140.83.86.166,443,443,true,SJC,North America,US,San Jose,145,0.00
168.138.194.74,443,443,true,NRT,Asia Pacific,JP,Tokyo,147,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,KR,Seoul,151,0.00
131.186.60.210,443,443,true,NRT,Asia Pacific,JP,Tokyo,151,0.00
152.70.71.23,443,443,true,MRS,Europe,FR,Marseille,158,0.00
129.154.50.220,443,443,true,ICN,Asia Pacific,KR,Seoul,161,0.00
165.1.76.23,80,80,false,SJC,North America,US,San Jose,180,0.00
143.47.247.22,443,443,true,FRA,Europe,DE,Frankfurt,182,0.00
144.21.48.241,443,443,true,FRA,Europe,DE,Frankfurt,186,0.00
132.145.232.126,443,443,true,FRA,Europe,DE,Frankfurt,187,0.00
130.162.61.18,80,80,false,FRA,Europe,DE,Frankfurt,188,0.00
152.70.155.147,8080,8080,false,LAX,North America,US,Los Angeles,197,0.00
130.162.184.78,443,443,true,FRA,Europe,DE,Frankfurt,197,0.00
143.47.253.207,443,443,true,FRA,Europe,DE,Frankfurt,197,0.00
129.159.255.74,443,443,true,FRA,Europe,DE,Frankfurt,200,0.00
193.123.34.160,443,443,true,FRA,Europe,DE,Frankfurt,207,0.00
158.101.180.24,443,443,true,FRA,Europe,DE,Frankfurt,216,0.00
89.168.104.56,443,443,true,FRA,Europe,DE,Frankfurt,218,0.00
141.148.240.24,443,443,true,FRA,Europe,DE,Frankfurt,220,0.00
152.70.155.147,2082,2082,false,LAX,North America,US,Los Angeles,223,0.00
158.101.148.105,443,443,true,NRT,Asia Pacific,JP,Tokyo,224,0.00
152.70.155.147,2095,2095,false,LAX,North America,US,Los Angeles,224,0.00
129.153.203.62,443,443,true,LAX,North America,US,Los Angeles,226,0.00
84.8.149.189,443,443,true,FRA,Europe,DE,Frankfurt,229,0.00
141.147.78.184,443,443,true,FRA,Europe,DE,Frankfurt,234,0.00
129.159.244.139,443,443,true,FRA,Europe,DE,Frankfurt,237,0.00
152.70.155.147,2086,2086,false,LAX,North America,US,Los Angeles,238,0.00
141.147.40.199,443,443,true,FRA,Europe,DE,Frankfurt,239,0.00
152.70.155.147,2052,2052,false,LAX,North America,US,Los Angeles,244,0.00
141.147.102.232,443,443,true,FRA,Europe,DE,Frankfurt,245,0.00
150.230.63.93,443,443,true,KIX,Asia Pacific,JP,Osaka,247,0.00
158.101.24.17,443,443,true,LAX,North America,US,Los Angeles,247,0.00
152.70.155.147,8880,8880,false,LAX,North America,US,Los Angeles,254,0.00
141.144.198.45,443,443,true,FRA,Europe,DE,Frankfurt,259,0.00
129.80.123.71,443,443,true,IAD,North America,US,Ashburn,261,0.00
141.148.229.145,443,443,true,FRA,Europe,DE,Frankfurt,262,0.00
129.153.164.142,8080,80,false,IAD,North America,US,Ashburn,263,0.00
144.24.200.164,80,80,false,MRS,Europe,FR,Marseille,275,0.00
40.233.92.218,80,80,false,YYZ,North America,CA,Toronto,275,0.00
138.3.210.24,443,443,true,NRT,Asia Pacific,JP,Tokyo,276,0.00
132.145.11.245,443,443,true,FRA,Europe,DE,Frankfurt,297,0.00
89.168.17.228,80,80,false,MXP,Europe,IT,Milan,300,0.00
129.146.240.62,443,443,true,LAX,North America,US,Los Angeles,305,0.00
141.147.73.248,443,443,true,FRA,Europe,DE,Frankfurt,310,0.00
152.70.155.147,80,80,false,LAX,North America,US,Los Angeles,315,0.00
152.70.28.166,443,443,true,FRA,Europe,DE,Frankfurt,322,0.00
192.18.153.119,80,80,false,YYZ,North America,CA,Toronto,360,0.00
164.152.34.166,80,8080,false,GRU,South America,BR,São Paulo,362,0.00
64.110.79.188,443,443,true,ICN,Asia Pacific,KR,Seoul,366,0.00
